               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                 169,             0.41448,             0.59289,              1.1056,           0.0042633,             0.01846,           0.0039503,          0.00087912,                   0,                   0,                   0,            0.006976,            0.006976,            0.006976
                 170,               0.421,             0.59884,              1.1019,           0.0053056,            0.016493,           0.0052056,           0.0011571,                   0,                   0,                   0,            0.006958,            0.006958,            0.006958
                 171,             0.48139,             0.68584,              1.1337,           0.0013851,            0.017655,           0.0019851,          0.00042052,                   0,                   0,                   0,             0.00694,             0.00694,             0.00694
                 172,             0.43044,             0.59141,              1.1033,           0.0011401,            0.012978,           0.0012908,          0.00029154,                   0,                   0,                   0,            0.006922,            0.006922,            0.006922
                 173,             0.44311,              0.6109,              1.1139,           0.0010907,            0.012207,           0.0010019,             0.00031,                   0,                   0,                   0,            0.006904,            0.006904,            0.006904
                 174,             0.43845,             0.62573,              1.1296,           0.0023888,            0.010224,           0.0015315,          0.00038406,                   0,                   0,                   0,            0.006886,            0.006886,            0.006886
                 175,             0.42913,             0.58739,              1.1018,           0.0031009,             0.01315,           0.0042837,           0.0010943,                   0,                   0,                   0,            0.006868,            0.006868,            0.006868
                 176,             0.44365,             0.62467,              1.1222,           0.0044246,            0.014929,           0.0038981,          0.00071025,                   0,                   0,                   0,             0.00685,             0.00685,             0.00685
                 177,             0.40642,             0.57131,              1.0912,           0.0036051,            0.014058,           0.0042603,          0.00073026,                   0,                   0,                   0,            0.006832,            0.006832,            0.006832
                 178,             0.42968,             0.62343,               1.104,           0.0058298,            0.013907,           0.0039091,          0.00071772,                   0,                   0,                   0,            0.006814,            0.006814,            0.006814
                 179,             0.42883,             0.58232,              1.0951,           0.0027432,            0.012068,           0.0020003,          0.00055942,                   0,                   0,                   0,            0.006796,            0.006796,            0.006796
